"event_name","group","date","category"
"Rupert Spira Non-Duality Thursday Zoom Meetup","by Rupert Spira NY Non-Duality Groupicon4.9","Every Thu • Dec 4 · 7:00 PM EST","Religion Spirituality"
"Drinking Skeptically","by The New York City Skeptics Meetup Groupicon4.6","Monthly • Wed, Dec 17 · 7:00 PM EST","Religion Spirituality"
"Job Club - for job seekers and career changers","by The Ethical Culture Society of Bergen Countyicon4.8","Monthly • Sun, Dec 7 · 2:00 PM EST","Religion Spirituality"
"Meditation - Full Moon Meditation","by Meditation and Reiki Circleicon4.9","Thu, Dec 4 · 7:00 PM EST","Religion Spirituality"
"The Power of Unity in Action (free event)","by Meaningful Conversations North Jerseyicon5.0","Thu, Dec 18 · 7:00 PM EST","Religion Spirituality"
"Exploring the Mysteries: Alchemy, Tarot and Qabalah, a study group","by OHM-Ordo Hermeticus Mysteriorum Study Group NYCicon4.7","Sat, Dec 6 · 10:30 AM EST","Religion Spirituality"
"Disabled Persons Virtual Support Group","by RfR - New York, NYicon4.8","Sat, Dec 20 · 5:00 PM EST","Religion Spirituality"
"Bible Study","by Christian Women Bible Studies and Meet Ups (20’s and 30’s)icon4.8","Every two weeks on Thu • Dec 4 · 8:00 PM EST","Religion Spirituality"
"Tuesday Evening Meditation","by Shambhala Meditation Center of New York","Tue, Dec 16 · 7:15 PM EST","Religion Spirituality"
"Guided Meditation on the 16th Karmapa","by Diamond Way Buddhism New Yorkicon4.8","Every Tue, Wed • Dec 9 · 7:00 PM EST","Religion Spirituality"
"MAGICAL SCAVENGER HUNT FUNdraiser","by Transformational Dance & Conscious Ecstatic Events - NYCicon4.8","Sat, Dec 13 · 2:00 PM EST","Religion Spirituality"
"NY Shamanic Open Circle","by New York Shamanic Circleicon4.7","Monthly • Sat, Dec 13 · 11:00 AM EST","Religion Spirituality"
"WINTER SOLSTICE SHAMANIC FIRE RITUAL ''REBIRTH OF THE SUN'' IN PERSON","by Shamanic Clubicon5.0","Sun, Dec 21 · 9:00 AM EST","Religion Spirituality"
"Characters in Motion Workshop with Lanny Harrison","by Shambhala Meditation Center of New York","Thu, Dec 18 · 5:15 PM EST","Religion Spirituality"
"Slow, Careful Bible Study","by Slow, Careful Bible Studyicon4.9","Every Thu • Dec 4 · 7:30 PM EST","Religion Spirituality"
"10 minute talk and Guided Meditation","by Diamond Way Buddhism New Yorkicon4.8","Every Thu • Dec 4 · 7:00 PM EST","Religion Spirituality"
"Food For Thought (F4T)","by Center for Inquiry New York Cityicon4.7","Monthly • Sun, Dec 28 · 12:00 PM EST","Religion Spirituality"
"Astrology Webinar: Jupiter & Saturn in YOUR Natal Chart - please volunteer!","by 5D Elevate Your Vibrational Frequencyicon4.6","Thu, Dec 4 · 7:00 PM EST","Religion Spirituality"
"Feliz Navidad! - NYC Meetup","by The Liberati Ex-JW Meetupicon4.9","Sat, Dec 20 · 5:00 PM EST","Religion Spirituality"
"From Bethlehem to Brooklyn: A Study of The Gospel of John","by Brooklyn Bible Studiesicon4.8","Every Sat • Dec 6 · 3:00 PM EST","Religion Spirituality"
"Thursday Night Kirtan","by Bhakti Center Programsicon4.8","Every Thu • Dec 4 · 7:00 PM EST","Religion Spirituality"
"Live DWA","by Gotham Atheistsicon4.5","Monthly • Fri, Dec 19 · 8:00 PM EST","Religion Spirituality"
"Conversemos (Let's Talk)","by The Ethical Culture Society of Bergen Countyicon4.8","Tue, Dec 16 · 5:30 PM EST","Religion Spirituality"
"Worship","by Brooklyn Bible Studiesicon4.8","Every Sun • Dec 7 · 10:00 AM EST","Religion Spirituality"
"Online Psychic Mediumship Development Group - Every Week","by Spiritual Development Circle Groupicon4.9","Every Wed • Dec 10 · 6:30 PM EST","Religion Spirituality"
"Christian Sexuality Bible Study","by Brooklyn Bible Studiesicon4.8","Every Sun • Dec 7 · 12:00 PM EST","Religion Spirituality"
"Soul Talks | Explore the Wisdom of Bhakti","by Bhakti Center Programsicon4.8","Every Sat • Dec 6 · 5:30 PM EST","Religion Spirituality"
"Gita Discussions for Corporates @ Newport","by Gita Life NYC","Every Fri • Dec 5 · 7:00 PM EST","Religion Spirituality"
"Sound and Soul","by Native Soul Healing Circleicon4.7","Sun, Dec 21 · 1:30 PM EST","Religion Spirituality"
"Tranquil Wednesdays: A Meditation Journey","by Bayside Meditationicon4.7","Every Wed • Dec 10 · 2:00 PM EST","Religion Spirituality"
"Sunday Gathering: A Blue Helmet in Haiti","by The Ethical Culture Society of Bergen Countyicon4.8","Sun, Dec 14 · 11:00 AM EST","Religion Spirituality"
"Ritual of the Lamp of Invisible Light/","by The Congregation of the Lamp of Invisible Lighticon5.0","Monthly • Sat, Dec 20 · 7:00 PM EST","Religion Spirituality"
"Energy Series at Urban Souls Yoga","by Sound, Breath and Shamanic Circlesicon4.9","Every Tue • Dec 9 · 7:30 PM EST","Religion Spirituality"
"Mystical Sharing Group: Topic Spiritual Culture","by Inner Selves for Outer Masteryicon4.9","Monthly • Tue, Dec 9 · 7:00 PM EST","Religion Spirituality"
"Sound Bath","by Sound, Breath and Shamanic Circlesicon4.9","Every two weeks on Tue • Dec 9 · 7:30 PM EST","Religion Spirituality"
"The Darshan Room - Meditation for the Modern Age","by Bhakti School NYCicon4.9","Every Sun • Dec 7 · 6:00 PM EST","Religion Spirituality"
"Christmas Special Event...","by The Spirit Education Center and Sanctuary Classes...icon5.0","Sat, Dec 13 · 7:00 PM EST","Religion Spirituality"
"Bhakti Night","by Bhakti School NYCicon4.9","Every Tue • Dec 9 · 7:00 PM EST","Religion Spirituality"
"Shamanic Open Circle and celebration of Spirit","by New York Shamanic Circleicon4.7","Monthly • Sat, Dec 13 · 7:00 PM EST","Religion Spirituality"
"Evening Breath and Sound Meditation","by Sound, Breath and Shamanic Circlesicon4.9","Every Wed • Dec 10 · 8:20 PM EST","Religion Spirituality"
"Sunday Gathering: Solstice Colloquy","by The Ethical Culture Society of Bergen Countyicon4.8","Sun, Dec 21 · 11:00 AM EST","Religion Spirituality"
"Winter Holiday Celebration","by College of Thelema NYC/Aiwass Study Groupicon4.9","Sun, Dec 28 · 7:00 PM EST","Religion Spirituality"
"Soul Talk - Explore the wisdom of Bhakti","by Soul Talks NYCicon4.9","Every Sat • Dec 6 · 5:30 PM EST","Religion Spirituality"
"Live DWA (Gotham Atheists)","by NYC Atheistsicon4.6","Monthly • Fri, Dec 19 · 8:00 PM EST","Religion Spirituality"
"Life and Death Discussion Group","by Brooklyn Ethicalicon4.6","Monthly • Thu, Dec 18 · 6:30 PM EST","Religion Spirituality"
"Diving into God's Word: Bible Study Online","by Study Scriptures with The Stefs'icon4.6","Every Sun • Dec 7 · 6:00 PM EST","Religion Spirituality"
"Young Ethical Explorers","by The New York Society for Ethical Cultureicon4.3","Every Sun • Dec 7 · 10:30 AM EST","Religion Spirituality"
"Deep Dive Gita for Young Adults","by Gita Life NYC","Every Sun • Dec 7 · 7:00 PM EST","Religion Spirituality"
"Spiritual Awareness And Guidance Meetup","by Namaste Bookshop & Healing Center Meetup Group NYCicon4.7","Monthly • Thu, Dec 11 · 6:30 PM EST","Religion Spirituality"
"Christmas Special Event","by Spiritual Mediumship Development Circleicon5.0","Sat, Dec 13 · 7:00 PM EST","Religion Spirituality"
"Portal Between Heaven and Earth Meditation  with Discussion and Live Performance","by NYC Spiritual, Meditation, Sound Healing, Music & Art Meetup","Monthly • Wed, Dec 17 · 7:00 PM EST","Religion Spirituality"
"*** No Columbus Tarot Practice Circle on Sat 12/6 ***","by Tarot Practice Circleicon4.9","Every Sat • Dec 6 · 3:00 PM EST","Religion Spirituality"
"Kwanzaa 2025 Celebration","by Brooklyn Ethicalicon4.6","Sun, Dec 28 · 12:30 PM EST","Religion Spirituality"
"End-of-Year VortexHealing® Group Session with Simon Deacon","by Transformational Group Healing Workshopsicon5.0","Thu, Dec 11 · 6:00 PM EST","Religion Spirituality"
"Pray the Rosary (no experience necessary)","by Online - Catholic Prayer, Fellowship and Spiritualityicon5.0","Every Thu • Dec 4 · 8:00 PM EST","Religion Spirituality"
"Blue Moon Astrology Circle","by Namaste Bookshop & Healing Center Meetup Group NYCicon4.7","Monthly • Wed, Dec 17 · 6:30 PM EST","Religion Spirituality"
"Songwriter Circle @ Brooklyn Ethical","by Brooklyn Ethicalicon4.6","Monthly • Wed, Dec 17 · 7:00 PM EST","Religion Spirituality"
